ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,,200 med center drive,,,fort payne,al,35968,de kalb,,acute care hospitals,,yes,ssuuggkccll  geeccyoonndeeoom,yes,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,90 patients,al_scip-vte-1
10012,dekalb regional medical center,00mmee  nnee  ddrriivv,,,,,9988,de kalb,2568453150,acute care hospitals,,dekalb regional medical center,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,acute care hospitals
0011,southwest alabama medical center,33330000jggwwaa33,,,clarke,al,acute care hospitals,clarke,3346366221,acute care hospitals,government - federal,thomasville,heart attack,government - federal,heart attack patients given aspirin at arrival,,0 patients,thomasville
10015,ami-2,10015,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,,southwest alabama medical center,,ami-2,heart attack patients given aspirin at discharge,,0 patients,al_ami-2
,,33700 highway 43,,,thomasville,,,clarke,10015,acute care hospitals,,,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
10015,,33700 highway 43,,,10015,aao,33667744,clarke,3346366221,acute care hospitals,,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10015,southwest alabama medical center,33700 highway 43,,,,,36784,,3346366221,acute care hospitals,,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,,0 patients,al_ami-5
10015,puuttr  aaaammaa  keeiisll  vwjttw,770000ggghhaa33,,,,,,sllqko--q,,acute care hospitals,government - federal,yes,heart attack,,wtysttkk  oaattorjttdhkbm  viinnlluyux  rfaattiib  siighhii00  onnuueess  rriivvq,,0 patients,sllqko--q
10015,southwest alabama medical center,33700 highway 43,,,,al,337744,,,acute care hospitals,government - federal,yes,10015,sk--88q,,,0 patients,al_ami-8a
10015,,33700 highway 43,,,thomasville,al,33667744,clarke,3346366221,aaveeccaarrgiuttd,government - federal,yes,heart failure,hf-1,,100%,79 patients,al_hf-1
,southwest alabama medical center,33700 highway 43,,,thomasville,36784,36784,,3346366221,acute care hospitals,,,heart failure,hf-2,thomasville,89%,91 patients,al_hf-2
,southwest alabama medical center,88%,,,thomasville,al,,clarke,,,,yes,heart failure,hf-3,rtt  iillirr  ppqttoeennttwiivvnnaa  unnhhopootrre  rd  gtiivse  ssttlddyywguunnccttuoo  ovvssdd)),88%,25 patients,
10015,,33700 highway 43,,,thomasville,al,36784,clarke,heart failure patients given smoking cessation advice/counseling,,government - federal,yes,heart failure,,heart failure patients given smoking cessation advice/counseling,88%,17 patients,government - federal
10015,pneumonia patients assessed and given pneumococcal vaccination,,,,tthhnaaiilloee,al,36784,ccuuttaahhoossogaaow,6611,ccuuttaahhoossogaaow,onnwniiiaa,yes,onnwniiiaa,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,25 patients,qonn
10015,sspigsee  llaabbeeiiccaa  ree,al_pn-3b,,,thomasville,,36784,clarke,3346366221,thomasville,government - federal,yes,,clarke,sspigsee  llaabbeeiiccaa  ree,96%,24 patients,al_pn-3b
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,100%,33446666662211,acute care hospitals,government - federal,yes,,pn-4,33446666662211,100%,6 patients,al_pn-4
pn-5c,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,33700 highway 43,333333662211,acute care hospitals,fgrebkwm  xeefq,yes,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,24 patients,acute care hospitals
,,770000  oft  44,,,ghhaawvvullee,al,,clarke,3346366221,acute care hospitals,government - federal,al,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),100%,26 patients,sllm--66
10015,southwest alabama medical center,10015,,,thomasville,al,36784,clarke,,yes,,yes,,,pneumonia patients assessed and given influenza vaccination,92%,24 patients,
10015,ssluuseeyaaoqnaansdoccccdree,33700 highway 43,,,,al,surgical infection prevention,clarke,3346366221,,government - federal,yes,surgical infection prevention,scip-card-2,ssluuseeyaaoqnaansdoccccdree,,,al_scip-card-2
1111,southwest alabama medical center,33700 highway 43,,,thomasville,,36784,,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,14 patients,
10015,yes,,,,thomasville,al,93%,ccrr,3346366221,acute care hospitals,acute care hospitals,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patients,
al,southwest alabama medical center,,,,southwest alabama medical center,al,36784,thomasville,3346366221,acute care hospitals,government - federal,al,surgical infection prevention,al,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),86%,14 patients,al_scip-inf-3
10015,,clarke,,,0 patients,clarke,36784,clarke,yes,acute care hospitals,government - federal,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10015,,33700 highway 43,,,thomasville,al,government - federal,15 patients,3346366221,36784,government - federal,,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,15 patients,al_scip-inf-6
10015,,7700bkjsq  4433,,,,al,36784,,3346366221,acute care hospitals,ooremrnn  rrqk,yes,surgical infection prevention,scip-vte-1,,90%,10 patients,al_scip-vte-1
10015,southwest alabama medical center,,,,thomasville,thomasville,36784,clarke,3346366221,acute care hospitals,clarke,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,10 patients,sll__dcciioee
,,0000  ttrree  mtyj,,,aaoaadr,,35007,shelby,2056208100,,voluntary non-profit - church,yes,heart attack,heart attack,heart attack patients given aspirin at arrival,99%,179 patients,__sii--
10016,,1000 first street north,,,alabaster,,00,shelby,5522,acute care hospitals,voluntary non-profit - church,yes,heart attack,s--,,97%,208 patients,llsn--
000066,30 patients,1000 first street north,,,alabaster,,35007,,,sccirr  vaarrgioqw,voluntary non-profit - church,yes,100%,,hhrrttrttfkkqttiiw  ovvdnncc  viiyrrooesbb  oo  kr  dnnrrkioesswyookf  xyyssffjnnxgiioom  ss)),100%,30 patients,al_ami-3
10016,shelby baptist medical center,1000 first street north,,,,shelby baptist medical center,35007,,22556688110000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-4,jqrrtt  scckksttwj  gguammkkiinn  vwssssttnnaaiifw//xoouuonn,100%,98 patients,al_ami-4
10016,shelby baptist medical center,1000 first street north,,,,al,35007,97%,2056208100,ami-5,,yes,hhrrgysfkk,97%,heart attack patients given beta blocker at discharge,97%,169 patients,al_ami-5
10016,shelby baptist medical center,1000 first street north,,,alabaster,aao,,shelby,2056208100,acute care hospitals,,yes,geeaar  yttqcc,ami-7a,geeaar  yttqcc,,0 patients,al_ami-7a
,,1000 first street north,,,alabaster,al,35007,shelby,2056208100,83%,voluntary non-profit - church,yes,voluntary non-profit - church,aakii88,heart attack patients given pci within 90 minutes of arrival,83%,36 patients,36 patients
10016,,,,,alabaster,al,35007,dgdllbbh,al,acute care hospitals,,yes,heart failure,,,86%,210 patients,al_hf-1
10016,shelby baptist medical center,,,,alabaster,ll,35007,,2056208100,acute care hospitals,voluntary non-profit - church,yes,,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,246 patients,al_hf-2
10016,shelby baptist medical center,1000 first street north,,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,35007,shelby,220066001100,xjttr  hhppaaoss,shelby baptist medical center,,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),97%,71 patients,al_hf-3
,,1000 first street north,,,alabaster,,,shelby,2056208100,aayee  xqrree  bpppottqkss,voluntary non-profit - church,yy,heart failure,,heart failure patients given smoking cessation advice/counseling,100%,48 patients,al_hf-4
10016,shelby baptist medical center,11  fforr  ssrreerlyhh,,,alabaster,,,,2056208100,ig  fsf  booiittaass,voluntary non-profit - church,,,pn-2,,97%,235 patients,
,,1000 first street north,,,alabaster,,,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-3b,110 patients,100%,110 patients,al_pn-3b
,,1000 first street north,,,alabaster,voluntary non-profit - church,,,,acute care hospitals,voluntary non-profit - church,yes,,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,131 patients,aallo--
alabaster,shelby baptist medical center,1000 first street north,,,alabaster,al,,pneumonia,2056208100,,,yes,al,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,239 patients,2056208100
10016,116 patients,,,,alabaster,al,35007,shelby,2056208100,,kuuaaf  opcug--  xbuueccg,,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,116 patients,qllpp--
10016,ssbr  bbqyssnwiiqccdjtteef,1000 first street north,,,alabaster,,35007,shelby,2056208100,acute care hospitals,vvlllmgaarrhlnnorrott    ccguuef,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,92%,199 patients,
,shelby baptist medical center,1000 first street north,,,alabaster,al,2056208100,shelby,2056208100,shelby baptist medical center,voluntary non-profit - church,yes,,10016,,89%,96 patients,al_scip-card-2
al_scip-inf-1,gu  bbottiittnriisll  feennrr,rrsstt  wdeettrrhh,,,alabaster,al,,shelby,,acute care hospitals,voluntary non-profit - church,,voluntary non-profit - church,dxiippknnr,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,al_scip-inf-1
,,1000 first street north,,,soaabbtt,1000 first street north,,shelby,,acute care hospitals,gllluuyqennpprrooutt  ccbjrrxhh,,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,370 patients,
10016,,,,,,al,35007,shelby,5566228800,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),91%,331 patients,91%
1100001166,,1000 first street north,,,aaqnrrrr,,,93%,,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,solleeaay  zuuhraaydqboosseelllssuurr((bblloo  ggyoossd))  aeer  seetoodd  ccjyrrooll  oryr  ddsha  togsffr  ssuurrggrr,93%,116 patients,
shelby baptist medical center,shelby baptist medical center,1000 first street north,,,alabaster,al,3377,,scip-inf-6,,voluntary non-profit - church,yes,zuukccaa  gwxttooo  eerbttii,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,588 patients,al_scip-inf-6
10016,,,,,yes,sll,,,2056208100,,voluntary non-profit - church,97%,surgical infection prevention,scip-vte-1,,97%,226 patients,al_scip-vte-1
10016,shelby baptist medical center,1000 first street north,,,,al,3300,acute care hospitals,225522,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,ppaayeennw  bllyttttmm  tthh  uhg  u((wwiirhhii  2244  juuss  ltroorr  aadyt  ttdtssuurrtrtyy))oohheepp  dceenndd  llssaarrr  xrrttaa  ttyyddooruuh,94%,225 patients,al_scip-vte-2
10018,jefferson,1720 university blvd,,,,,35233,jefferson,,acute care hospitals,voluntary non-profit - private,jefferson,bwqfttaagttaaccm,ami-1,voluntary non-profit - private,,,
10018,callahan eye foundation hospital,,,,birmingham,al,35233,jefferson,220055338811,acute care hospitals,birmingham,yes,heart attack,ami-2,,,,
,callahan eye foundation hospital,,,,birmingham,al,35233,jefferson,ami-3,,voluntary non-profit - private,,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,
10018,vaaolljaaeed  pbfriioossppugll,,,,birmingham,al,,ffeewoonn,yes,10018,voluntary non-profit - private,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,,,al_ami-4
10018,callahan eye foundation hospital,1720 university blvd,,,kmmiinnhhaan,al,2053258100,jefferson,2053258100,acute care hospitals,,,heart attack,,,,,
10018,,1720 university blvd,,,birmingham,billnnqfyyoonn--ooo    rriictt,35233,jefferson,2053258100,uuy  ccserhhoooiigaa,billnnqfyyoonn--ooo    rriictt,jefferson,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,,k__nii77
10018,callahan eye foundation hospital,callahan eye foundation hospital,,,,al,jefferson,jefferson,2053258100,quuttdcce  loiiqo,voluntary non-profit - private,,35233,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
110000,callahan eye foundation hospital,1720 university blvd,,,birmingham,,35233,jefferson,2053258100,,,yes,heart failure,hf-1,jefferson,,,al_hf-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,35233,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,,acute care hospitals
,,1720 university blvd,,,2053258100,,335522,voluntary non-profit - private,2053258100,2053258100,voluntary non-profit - private,yes,heart failure,hf-3,,,,335522
10018,,1720 university blvd,,,birmingham,al,35233,,,acute care hospitals,voluntary non-profit - private,yes,heart failure,,hheerrgdkllrqgujttssggowjssikkiibgg  xrssaayiioo  segiivdccooyssllumv,,,
10018,callahan eye foundation hospital,1122  nnbriiyyy  bbk,,,birmingham,al,35233,jefferson,2053258100,,voluntary non-profit - private,yes,pneumonia,pn-2,,,,al_pn-2
10018,callahan eye foundation hospital,callahan eye foundation hospital,,,birmingham,al,35233,,2053258100,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-3b,,,,al_pn-3b
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,,1720 university blvd,,,fgdvsrr  jssppiittqkss,birmingham,,pneumonia,pn-4,1720 university blvd,,,pn-4
10018,callahan eye foundation hospital,,,,birmingham,,33552233,jefferson,,birmingham,,,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,,al_pn-5c
10018,callahan eye foundation hospital,,,,al,voluntary non-profit - private,voluntary non-profit - private,eerraooj,,acute care hospitals,voluntary non-profit - private,,pneumonia,,pneumonia,,,al_pn-6
,callahan eye foundation hospital,77  ieessiiyyvovv,,,birmingham,oeeuupnnq,,jjdaoonn,,acute care hospitals,voluntary non-profit - private,,oeeuupnnq,,pneumonia patients assessed and given influenza vaccination,,,al_pn-7
10038,stringfellow memorial hospital,301 east 18th st,,,cac-2,al,36201,,,dz,,dz,children s asthma care,,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,100%,9 patients,al_cac-2
,stringfellow memorial hospital,3311eeg  j  tt,,,anniston,36201,36201,calhoun,2562358900,acute care hospitals,proprietary,yes,children s asthma care,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,33%,9 patients,s__vscc--33
10038,stringfellow memorial hospital,,,,anniston,al,36201,calhoun,2562358900,,ppppiirttq,tr,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,81 patients,aallsii--
,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,ccskhhooinn,2562358900,acute care hospitals,proprietary,2562358900,hhq  ttkk,,heart attack patients given aspirin at discharge,96%,73 patients,al_ami-2
,acute care hospitals,00  eey  11tt  w,,,anniston,al,geeqrr  qttttaafi,calhoun,2562358900,calhoun,proprietary,yes,geeqrr  qttttaafi,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,14 patients,al_ami-3
10038,330011sssg88hhdtt,330011sssg88hhdtt,,,anniston,,,,2562358900,,proprietary,,,,heart attack patients given smoking cessation advice/counseling,100%,29 patients,al_ami-4
acute care hospitals,acute care hospitals,301 east 18th st,,,aawttoom,al,3366,calhoun,2562358900,acute care hospitals,93%,yy,,,,93%,67 patients,301 east 18th st
10038,teew,301 east 18th st,,,acute care hospitals,o,calhoun,calhoun,2562358900,2562358900,36201,teew,heart attack,skk--,hhrrqrscc  ppiiwrssggvvdb  otooyyttccwiifaagoonn  wwiittnn  bjy  oodaatobs,0%,1 patients,al_ami-7a
10038,stringfellow memorial hospital,yes,,,15 patients,al,336611,calhoun,2562358900,acute care hospitals,,yes,heart attack,,heart attack patients given pci within 90 minutes of arrival,87%,15 patients,336611
,ttteellww  rlkhhlzaa,301 east 18th st,,,hf-1,al,,calhoun,2562358900,87%,,yes,hf-1,hf-1,,87%,142 patients,
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,157 patients,stringfellow memorial hospital,acute care hospitals,proprietary,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,157 patients,al_hf-2
,stringfellow memorial hospital,301 east 18th st,,,aannnniiattoonn,,heart failure,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),2562358900,acute care hospitals,proprietary,,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,49 patients,al_hf-3
3366,stringfellow memorial hospital,,,,anniston,al,3366,calhoun,calhoun,acute care hospitals,,yes,heart failure,,,100%,41 patients,al_hf-4
1188,stringfellow memorial hospital,301 east 18th st,,,al,al,1188,aaoyp,2562358900,acute care hospitals,proprietary,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,110 patients,al_pn-2
,stringfellow memorial hospital,301 east 18th st,,,,al,36201,,2562358900,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,102 patients,al_pn-3b
,,,,,anniston,,36201,calhoun,2562358900,acute care hospitals,proprietary,,,,83 patients,100%,83 patients,aann--
11000088,stringfellow memorial hospital,odnniiaa,,,anniston,al,,calhoun,,yes,ppioiieegq,yes,odnniiaa,,ppeeuummnnoqoqttiira  iignn  o  mybbooy(())uhhnn  66hhooyss  ddf  srrfkvvqk,97%,145 patients,11000088
10038,552255889900,301 east 18th st,,,anniston,al,,calhoun,552255889900,acute care hospitals,,yes,pneumonia,pn-6,,92%,99 patients,aa66
87 patients,stringfellow memorial hospital,301 east 18th st,,,biittlj,al,36201,fslloouunn,55660000,acute care hospitals,,,,,pneumonia patients assessed and given influenza vaccination,91%,87 patients,ll__pp--77
scip-card-2,stringfellow memorial hospital,301 east 18th st,,,anniston,,36201,,2562358900,2562358900,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scip-card-2
,flowers hospital,4370 west main street,,,dothan,al,33663300,,342 patients,acute care hospitals,proprietary,,brqtt  aauoyowttssvvdb  q  vvaakoobff  keervvrriikaa  ssussyoolluccllzuunniiinn,342 patients,brqtt  aauoyowttssvvdb  q  vvaakoobff  keervvrriikaa  ssussyoolluccllzuunniiinn,100%,342 patients,
10055,flowers hospital,4370 west main street,,,4370 west main street,aa,36305,houston,3347935000,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),proprietary,yes,heart failure,10055,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,94 patients,al_hf-3
,flowers hospital,4370 west main street,,,,,36305,houston,3347935000,acute care hospitals,1100,yes,,hf-4,waatttffaakllj  pprkttw  iicmssnuawttiiooaaddvvccee//pillknnh,100%,62 patients,al_hf-4
005555,qo,4370 west main street,,,qo,100%,36305,houston,3347935000,acute care hospitals,,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,166 patients,sllb
gpuussttoonn,flowers hospital,gpuussttoonn,,,,,,gpuussttoonn,3347935000,,proprietary,yes,onnwiiiaayeennrd  wwyssd  jiittiiowneerrfrnnccrroopddxyllyyed  sssppeeecrreeppeiiryhheeaammiibiisstteqgklgy  ffiissoiiqk  ddoowr  oogaamttbbogcc,152 patients,onnwiiiaayeennrd  wwyssd  jiittiiowneerrfrnnccrroopddxyllyyed  sssppeeecrreeppeiiryhheeaammiibiisstteqgklgy  ffiissoiiqk  ddoowr  oogaamttbbogcc,100%,152 patients,al_pn-3b
10055,ffllrra  oossoiittq,,,,ddlrbaab,,330055,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,,,100%,77 patients,al_pn-4
10055,,3377  qssr  mm  ttrrdr,,,dothan,ll,36305,houston,3377990000,acute care hospitals,proprietary,yes,,36305,dothan,99%,146 patients,al_pn-5c
10055,flowers hospital,4370 west main street,,,dothan,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,112 patients,aall__ppm
005555,flowers hospital,,,,dothan,houston,36305,houston,,acute care hospitals,proprietary,yes,pneumonia patients assessed and given influenza vaccination,pn-7,pneumonia patients assessed and given influenza vaccination,99%,128 patients,
10055,flowers hospital,4370 west main street,,,dothan,al,36305,yssroonn,scip-card-2,3347935000,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,ss,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,147 patients,al_scip-card-2
10055,rrw  hhooppttaao,4370 west main street,,,,o,36305,,3347935000,acute care hospitals,,yes,surgical infection prevention,,ssjrrheuoaagujywwwbpw  gguvvwb  qm  srootto  stthhkhhhttnw  otthhiinn  oomrreedoorr  uuefeerrup  hhwkpp  rrrdmrojccgiipnn,100%,950 patients,
10055,flowers hospital,hhlizrinn,,,oogaann,al,,hhlizrinn,,acute care hospitals,orrrrsfyy,yes,scip-inf-2,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,957 patients,al_scip-inf-2
,flowers hospital,4370 west main street,,,dothan,,,pyaooj,44990000,99%,,yes,surgical infection prevention,pp--g--,,99%,882 patients,al_scip-inf-3
,,77  erqk  ssgdg,,,dothan,al,36305,,3347935000,cc  fqtoossppkttaaoss,proprietary,yes,ssvaall  iimvroonn  orrdck,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,165 patients,al_scip-inf-4
000055,flowers hospital,4370 west main street,,,,al,36305,,,acute care hospitals,,yes,surgical infection prevention,,,100%,1295 patients,
0000,flowers hospital,,,,dothan,al,336600,houston,3347935000,acute care hospitals,,,,497 patients,sseggr  ppqttoeemahhoowddxttlrrss  oorrsrdd  ttfdaatteenn  ttoo  wvveennrbbllioosccllttss  ffttrrg  uppee  ffssrreetiiee,100%,497 patients,al_scip-vte-1
al,flowers hospital,4370 west main street,,,,al,36305,surgical infection prevention,,acute care hospitals,proprietary,yes,surgical infection prevention,xo--ggee22,ppaaeewwjooitttteermmeem  aar  yrrr  ttiinee((wwtthhm44jpuurrsseerootrptdttdtgeekfzuufvw  yoo  hheetee  oooooddvkttss  ryeerr  ccwttqnnttuoeess  ayeteerryy,100%,497 patients,
,al,88  ss  iinnccwnnysud,,,birmingham,al,3322,jefferson,,acute care hospitals,239 patients,yes,,,al,97%,239 patients,ll__aa--
10056,,11wggiinnccttwrrii,,,,al,al,jefferson,2059397000,,,260 patients,heart attack,ami-2,,98%,260 patients,al_ami-2
10056,st vincents hospital,810 st vincents drive,,,birmingham,al,35205,jefferson,,10056,voluntary non-profit - other,yes,heart attack,,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,41 patients,
63 patients,,810 st vincents drive,,,birmingham,al,35205,jefferson,2059397000,acute care hospitals,voluntary non-profit - other,yes,,ami-4,bgyx  oqykjdssnkkii  feeaaattkoonnaaxvvccfuunnweeoii,100%,63 patients,voluntary non-profit - other
,st vincents hospital,810 st vincents drive,,,,al,35205,jefferson,,acute care hospitals,voluntary non-profit - other,,,ami-5,raae  ttttaav  ppqttiiywiibeenn  eey  kooccwrr  iifbaafgg,96%,242 patients,al_ami-5
,qo,1201 7th street se,,,,qo,35609,,2563412000,acute care hospitals,qo,,gglleexttiim  tdrj,scip-vte-2,,87%,205 patients,
10086,northwest medical center,,,,al,al_ami-1,al_ami-1,wwnnueell,2054877736,wwnnueell,proprietary,yes,100%,wwnnueell,heart attack patients given aspirin at arrival,100%,10 patients,northwest medical center
,35594,115500uu  sshhiivsh33,,,winfield,heart attack patients given aspirin at discharge,35594,7 patients,al_ami-2,acute care hospitals,proprietary,yes,al_ami-2,ami-2,heart attack patients given aspirin at discharge,100%,7 patients,al_ami-2
,northwest medical center,1530 u s highway 43,,,winfield,al,5544,marion,44887733,acute care hospitals,oflrriieettqh,yes,heart attack,ami-3,,100%,2 patients,al_ami-3
100%,irrttwwwwtt  nxx  cceee,1530 u s highway 43,,,winfield,al,35594,,2054877736,acute care hospitals,proprietary,yes,heart attack,ami-4,hhrrttsgsfkk  osydtt  gggwnnzmmimkb  feesszgoonn  qddvviif//cciimssllknnf,100%,1 patients,
10086,northwest medical center,1530 u s highway 43,,,iijoeedd,al,35594,marion,2054877736,sfttd  ccaaehhoossyso,,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,8 patients,aa__aaii
10086,northwest medical center,,,,,,2054877736,,2054877736,acute care hospitals,proprietary,yes,hhrf  qttttskk,acute care hospitals,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,
1100,northwest medical center,ami-8a,,,winfield,,35594,1100,ami-8a,,,,heart attack,ami-8a,,,0 patients,al_ami-8a
2054877736,northwest medical center,1530 u s highway 43,,,winfield,al,35594,,2054877736,fuudccaarr  oiillss,proprietary,,35594,hf-1,heart failure patients given discharge instructions,90%,48 patients,al_hf-1
,mrrtthheeag  mmddkccaa  xjrrr,,,,winfield,proprietary,35594,hf-2,2054877736,acute care hospitals,proprietary,yes,hf-2,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,59 patients,
10086,northwest medical center,1530 u s highway 43,,,,,35594,marion,2054877736,acute care hospitals,proprietary,,heart failure,35594,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,13 patients,aao__bc
al,al,hf-4,,,,al,,marion,2054877736,aaccuugdxaafr  oooiittkss,,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,14 patients,al_hf-4
10086,northwest medical center,1530 u s highway 43,,,,al,3355,marion,,1530 u s highway 43,pptppeettaae,,pneumonia,m,pneumonia patients assessed and given pneumococcal vaccination,91%,66 patients,al_pn-2
1100,northwest medical center,1530 u s highway 43,,,winfield,yes,,marion,2054877736,,proprietary,yes,pneumonia,onn--33n,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,98%,59 patients,al_pn-3b
,55uu    hhs44,55uu    hhs44,,,wwocudlle,al,35594,proprietary,pneumonia patients given smoking cessation advice/counseling,acute care hospitals,yes,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,98%,40 patients,al_pn-4
,nnrrtthhqd  mmeeeccskxttr,,,,,al,339944,,2054877736,,,,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,100%,85 patients,85 patients
10086,northwest medical center,1530 u s highway 43,,,winfield,,35594,,winfield,,proprietary,,,pn-6,,100%,62 patients,al_pn-6
118866,northwest medical center,1530 u s highway 43,,,winfield,al,35594,marion,,acute care hospitals,,yes,pneumonia,pn-7,,82%,45 patients,__ppj--77
10086,,acute care hospitals,,,blldd,2054877736,339944,nqfuoonn,2054877736,10086,proprietary,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,19 patients,
