ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
pneumonia,dekalb regional medical center,200 med center drive,,,fort payne,al,35968,,2568453150,acute care hospitals,coollttaarrh  nnm--pppffy  --  vjyrrxhh,r,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,98%,56 patients,al_pn-7
10012,dekalb regional medical center,200 med center drive,,,,al,35968,de kalb,8800,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,35968,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,16 patients,acute care hospitals
10012,dekalb regional medical center,200 med center drive,,,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,teess,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,139 patients,so__ssccr--
10012,dekalb regional medical center,200 med center drive,,,fort payne,al,3388,,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,147 patients,al_scip-inf-2
10012,dekalb regional medical center,,,,,,556688,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,tz,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),98%,136 patients,
10012,dekalb regional medical center,fort payne,,,fort payne,al,35968,de kalb,5544331155,acute care hospitals,dekalb regional medical center,yes,ivo  umgxttkb  orvvrooob,ccppom--,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10012,dekalb regional medical center,2200mmeeccwree  srree,,,fort payne,aall,35968,de kalb,66443300,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,179 patients,al_scip-inf-6
10012,dekalb regional medical center,,,,surgical infection prevention,al,,,35968,surgical infection prevention,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,90 patients,al_scip-vte-1
10012,dekalb regional medical center,200 med center drive,,,,,35968,,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,al_scip-vte-2
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,clarke,3346366221,,,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,,0 patients,al_ami-1
10015,,33700 highway 43,,,,al,36784,fktkkee,3346366221,acute care hospitals,vlvveerrnrnn  ddeerro,fktkkee,heart attack,ami-2,heart attack patients given aspirin at discharge,,0 patients,ami-2
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,,yes,acute care hospitals,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
10015,southwest alabama medical center,al,,,thomasville,al,government - federal,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,ami-4,,,0 patients,
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,,clarke,3346366221,acute care hospitals,government - federal,tss,clarke,al,heart attack patients given beta blocker at discharge,,0 patients,al_ami-5
10015,zootthhwweessttaallqvaa  mmees  ccwnnttdrr,33700 highway 43,,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,qll,36784,heart attack patients given fibrinolytic medication within 30 minutes of arrival,3346366221,acute care hospitals,gglrrnneett--ddeerrsk,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10015,,33700 highway 43,,,thomasville,al,36784,clarke,3346366221,3346366221,government - federal,teess,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10015,southwest alabama medical center,10015,,,thomasville,al,southwest alabama medical center,clarke,3346366221,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,79 patients,al_hf-1
10015,southwest alabama medical center,33700 highway 43,,,thomasville,,hf-2,clarke,3346366221,91 patients,government - federal,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,89%,91 patients,al_hf-2
10015,,33700 highway 43,,,thomasville,al,,clarke,3346366221,yes,government - federal,al,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,25 patients,al_hf-3
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,clarke,3346366221,,lrjnn  drfre,,heart failure,hf-4,eeaatt  ffje  oeejggobwliiinnssyim  qrccuud,88%,17 patients,al_hf-4
00,3346366221,92%,,,thomasville,al,36784,government - federal,3346366221,acute care hospitals,government - federal,yes,ppnnoq,,pneumonia patients assessed and given pneumococcal vaccination,92%,25 patients,al_pn-2
10015,southwest alabama medical center,southwest alabama medical center,,,thomasville,,36784,clarke,,acute care hospitals,government - federal,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,24 patients,
10015,southwest alabama medical center,,,,thomasville,al,pneumonia,pneumonia,,,government - federal,yyeess,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,6 patients,al_pn-4
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,al,clarke,3346366221,,al,yes,kjs,pn-5c,,96%,24 patients,al_pn-5c
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,al,clarke,3346366221,acute care hospitals,ggoocennknng  ffweeefqk,yes,pneumonia,clarke,pneumonia patients given the most appropriate initial antibiotic(s),100%,26 patients,al_pn-6
10015,southwest alabama medical center,33700 highway 43,,,thomasville,aa,,,33446622,acute care hospitals,government - federal,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,92%,24 patients,al_pn-7
0055,southwest alabama medical center,33700 highway 43,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,al,36784,ccaad,3346366221,acute care hospitals,ggpbtneeby    ffddeell,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,,al_scip-card-2
10015,southwest alabama medical center,33700 highway 43,,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,al,36784,llskkw,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,14 patients,
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,,3346366221,acute care hospitals,,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patients,al_scip-inf-2
10015,,33700 highway 43,,,thomasville,al,,,,acute care hospitals,government - federal,yes,,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),86%,14 patients,
10015,southwest alabama medical center,33700 highway 43,,,ttbmmssbuee,al,36784,3346366221,3346366221,acute care hospitals,ibfmmjy    ffddweo,10015,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10015,southwest alabama medical center,337700kaayy44,,,thomasville,al,,clarke,3346366221,,,,scip-inf-6,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,15 patients,10015
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,llfl,,acute care hospitals,government - federal,eez,rrvkll  kmeefttunnereemnn,scip-vte-1,,90%,10 patients,al_scip-vte-1
10015,,3300hhuhbe  4433,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,,yes,surgical infection prevention,scip-vte-2,,90%,10 patients,al_scip-vte-2
10016,1000 first street north,1000 first street north,,,alabaster,al,35007,,2056208100,acute care hospitals,yes,yes,srrg  aattttaakk,ami-1,heart attack patients given aspirin at arrival,99%,179 patients,al_ami-1
10016,97%,heart attack patients given aspirin at discharge,,,alabaster,,,,5500880000,,,,,ami-2,heart attack patients given aspirin at discharge,97%,208 patients,
10016,shelby baptist medical center,1000 first street north,,,alabaster,,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,30 patients,al_ami-3
,shelby baptist medical center,11iirrg  ssfynnty,,,alabaster,al,,shelby,2056208100,acute care hospitals,acute care hospitals,yes,heart attack,44,heart attack,100%,98 patients,al_ami-4
10016,acute care hospitals,1000 first street north,,,alabaster,,,shelby,,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-5,gdsfsttttqoaattmyss  ggkcjeettaa  bbifleeaagdsrrf,97%,169 patients,al_ami-5
10016,shelby baptist medical center,,,,alabaster,,35007,gdknyy,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,,220055220088110000,shelby baptist medical center,voluntary non-profit - church,,daarrtt  aaggj,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,36 patients,al_ami-8a
10016,shelby baptist medical center,1000 first street north,,,aaayrr,al,35007,shelby,2056208100,,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,86%,210 patients,
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,hf-2,acute care hospitals,,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,246 patients,al_hf-2
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,0077,shelby,,,voluntary non-profit - church,yes,,hf-3,,97%,71 patients,al_hf-3
10016,,1000 first street north,,,alabaster,,35007,shelby,2056208100,yes,voluntary non-profit - church,yes,heart failure,voluntary non-profit - church,alabaster,100%,48 patients,
10016,shelby baptist medical center,1000 first street north,,,alabaster,,35007,hhllyy,2056208100,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,235 patients,al_pn-2
10016,,1000 first street north,,,alabaster,al,35007,shelby,2056208100,,voluntary non-profit - church,yes,1000 first street north,10016,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,110 patients,al_pn-3b
10016,shelby baptist medical center,1000 first street north,,,qnss,al,shelby baptist medical center,shelby,,acute care hospitals,shelby baptist medical center,yes,pneumonia,1000 first street north,pneumonia patients given smoking cessation advice/counseling,100%,131 patients,al_pn-4
11,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,acute care hospitals,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,239 patients,al_pn-5c
,shelby baptist medical center,pn-6,,,alabaster,al,35007,,2056208100,acute care hospitals,voluntary non-profit - church,yes,piiq,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,116 patients,al_pn-6
10016,shelby baptist medical center,1000 first street north,,,pneumonia patients assessed and given influenza vaccination,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,92%,199 patients,al_pn-7
10016,shelby baptist medical center,1000 first street north,,,scip-card-2,al,35007,,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,qao--vaarrdd22
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,al,shelby,,acute care hospitals,voluntary non-profit - church,surgical infection prevention,surgical infection prevention,scip-inf-1,scip-inf-1,98%,368 patients,al_scip-inf-1
10016,shelby baptist medical center,acute care hospitals,,,alabaster,al,,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,370 patients,llzfiippiiff--
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,shelby,shelby,35007,rw  ccrrwglssouyaaw,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),91%,331 patients,al_scip-inf-3
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,yes,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,93%,116 patients,al_scip-inf-4
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,2056208100,acute care hospitals,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),yes,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,588 patients,al_scip-inf-6
10016,,,,,,al,35007,sseeo,2056208100,,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,226 patients,
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,330077,shelby,00228800,,voluntary non-profit - church,alabaster,surgical infection prevention,shelby baptist medical center,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,225 patients,al_scip-vte-2
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,nwrffeessm,2053258100,acute care hospitals,,yes,heart attack,,heart attack patients given aspirin at arrival,,,aakko
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,55,jefferson,220055881100,acute care hospitals,,yes,eettsrtts,nii--22,yeeaarrggcckk  pptturttss  ggoeesappiirrknny  fiirrhee,,,al_ami-2
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,yes,35233,jefferson,1720 university blvd,acute care hospitals,boolluunnytu  nnoo--rrooiitt--rrovvqtt,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
10018,,1720 university blvd,,,,al,35233,jefferson,2053258100,,voluntary non-profit - private,yes,heart attack,ami-4,,,,
10018,callahan eye foundation hospital,1720 university blvd,,,nokuhhs,al,35233,jefferson,,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,voluntary non-profit - private,,,al_ami-5
10018,callahan eye foundation hospital,1720 university blvd,,,vufkjqmm,aall,,,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,,,,qo__aakii--77aa
10018,,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,aao__mm--88s
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,35233,2053258100,acute care hospitals,,yes,heart failure,hf-1,heart failure patients given discharge instructions,,,al_hf-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,rffwnn,2053258100,acute care hospitals,voluntary non-profit - private,yes,,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,,so--
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jjwffwfdp,2053258100,acute care hospitals,,yes,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_hf-3
10018,ccqkllaaaam  wyyeeuujxaagoonnhhooppiittll,1720 university blvd,,,,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,,al_hf-4
10018,callahan eye foundation hospital,1720 university blvd,,,voluntary non-profit - private,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,,,,1720 university blvd
10018,ccollsnn  dyyoouunnddqoo  lssogaao,,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,,yes,pneumonia,o33bb,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,,al_pn-3b
,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,553333,jefferson,2053258100,cctteeccswoodaalld,voluntary non-profit - private,yes,pneumonia,,pneumonia patients given smoking cessation advice/counseling,,,al_pn-4
10018,kllshhaaeehffoouunnsttiinnpssppiiraall,1720 university blvd,,,birmingham,al,35233,,,acute care hospitals,voluntary non-profit - private,,35233,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,,al_pn-5c
10018,callahan eye foundation hospital,1720 university blvd,,,,al,35233,jefferson,2053258100,acute care hospitals,vvuunnttuoonnorrooff--oksttee,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,,
,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,,,al_pn-7
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,2562358900,36201,calhoun,2562358900,301 east 18th st,proprietary,proprietary,children s asthma care,,children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,100%,9 patients,301 east 18th st
10038,stringfellow memorial hospital,,,,anniston,al,36201,calhoun,,acute care hospitals,proprietary,eess,children s asthma care,cac-3,al_cac-3,33%,9 patients,al_cac-3
10038,,301 east 18th st,,,anniston,o,36201,calhoun,2562358900,acute care hospitals,eoooeetts,yes,heart attack,81 patients,heart attack patients given aspirin at arrival,98%,81 patients,
10038,stringfellow memorial hospital,301 east 18th st,,,96%,aao,2211,calhoun,,,proprietary,yes,heart attack,ami-2,,96%,73 patients,al_ami-2
10038,stringfellow memorial hospital,33eeaawg  88hhg,,,anniston,qo,660011,al_ami-3,2562358900,acute care hospitals,proprietary,al_ami-3,heart attack,ami-3,,93%,14 patients,al_ami-3
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,,2562358900,acute care hospitals,ippiieettaa,yes,heart attack,ami-4,,100%,29 patients,acute care hospitals
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,0011,calhoun,2562358900,acute care hospitals,proprietary,301 east 18th st,heart attack,ami-5,0011,93%,67 patients,qllaak
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,stringfellow memorial hospital,calhoun,,acute care hospitals,proprietary,,heart attack,ami-7a,,0%,1 patients,al_ami-7a
10038,,301 east 18th st,,,anniston,al,36201,15 patients,2562358900,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,87%,15 patients,al_ami-8a
10038,ttfnneellp  dkrraallissppttsk,301 east 18th st,,,anniston,al,36201,,2562358900,acute care hospitals,pprrpotkttse,,heart failure patients given discharge instructions,hf-1,heart failure patients given discharge instructions,87%,142 patients,al_hf-1
ggglli  neeifqhhldkttaak,ggglli  neeifqhhldkttaak,,,,anniston,al,,calhoun,calhoun,ccitteeccqrree  oossiiqll,proprietary,h,heart failure,hf-2,,100%,157 patients,al_hf-2
,stringfellow memorial hospital,,,,anniston,al,,calhoun,,acute care hospitals,proprietary,,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,49 patients,al_hf-3
,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,calhoun,2562358900,stringfellow memorial hospital,proprietary,,heart failure,36201,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
10038,stringfellow memorial hospital,301 east 18th st,,,,al,36201,calhoun,calhoun,acute care hospitals,ppeooorrwyaat,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,110 patients,al_pn-2
10038,yes,301 east 18th st,,,anniston,al,36201,calhoun,2562358900,yes,proprietary,yes,pneumonia,b--33bb,ppmeeuuoonnsaaueebyehhddomokll  eendfvnnccyy  rrlookho  fottdwws  ppeerrffoommeedd  okp  dddknndrrykpnnffeeuss  ppugqll  ddss  ooffaaiibbklttd,100%,102 patients,al_pn-3b
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,3366,calhoun,2255229900,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,83 patients,al_pn-4
10038,stringfellow memorial hospital,3300  eeqdtt  11ttjar,,,anniston,al,,ccsbuu,2562358900,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,145 patients,al_pn-5c
10038,,301 east 18th st,,,al,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,99 patients,al_pn-6
10038,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,calhoun,2562358900,acute care hospitals,pprrirrdttrryy,yes,pneumonia,pn-7,pneumonia,91%,87 patients,al_pn-7
00003388,stringfellow memorial hospital,301 east 18th st,,,anniston,al,36201,calhoun,6600,acute care hospitals,,yes,,scip-card-2,ssirrreyy  ppaattwnnss  jp  wwrttsmoj  hhaae  xtuuxaakee  bbaanoidrr  drieexoontttttjee  ppq  qlsdtdlo  lnnrywnwraa  bbllkkdrrss  etthheetiioo  uussdffoofdaafaaffyeerrtthhii  ssftwfu,83%,23 patients,al_scip-card-2
10055,flowers hospital,al_hf-2,,,dothan,100%,36305,houston,3347935000,acute care hospitals,proprietary,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,342 patients,al_hf-2
10055,flowers hospital,4370 west main street,,,dothan,,36305,houston,3347935000,,proprietary,yes,heart failure,hf-3,,100%,94 patients,10055
10055,flowers hospital,,,,dothan,al,6633,hf-4,hf-4,acute care hospitals,,,heart failure,hf-4,srr  ffaalljeeeoaaiiss  ocrsskikkhccrqttkooddbvrluunneekiim,100%,62 patients,3347935000
10055,llooa  oossppys,4370 west main street,,,ddttsnn,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,166 patients,
10055,flowers hospital,4370 west main street,,,yyaann,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,152 patients,
,flowers hospital,4370 west main street,,,ddoogaaj,aao,36305,houston,3347935000,ccuucceehhoowppottk,al_pn-4,yes,pneumonia,pneumonia patients given smoking cessation advice/counseling,pneumonia patients given smoking cessation advice/counseling,100%,77 patients,al_pn-4
10055,,4370 west main street,,,dothan,al,36305,biuua,3347935000,acute care hospitals,proprietary,,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,146 patients,al_pn-5c
10055,flowers hospital,4370 west main street,,,dothan,acute care hospitals,36305,houston,3347935000,acute care hospitals,,yes,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,112 patients,al_pn-6
128 patients,cpeerrhhappkk,4370 west main street,,,,al,36305,houston,3347935000,qfuuyeerrhhzouaaa,ofoopprriiwraarr,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,99%,128 patients,al_pn-7
10055,flowers hospital,4370 west main street,,,dothan,al,36305,,3347935000,acute care hospitals,,yes,surgical infection prevention,scip-card-2,yrreefyy  ppqumttzwwyoo  wwdf  saarr  ddtuutdccaak  heettaa  llccjeefffrree  vimmomyighhdjoodiitt  jp  errreeiog  pnngr  eeyaallivm  sjubtjee  ppeekikjattheedooee  aannfsttd  tteef  ayrrfwf,100%,147 patients,
,flowers hospital,,,,dothan,,36305,houston,3347935000,acute care hospitals,proprietary,ueea,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,950 patients,owviio--unn11
,proprietary,4370 west main street,,,dothan,al,36305,houston,44330000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,957 patients,al_scip-inf-2
55,flowers hospital,443377wwdsstt  nqossttery,,,dothan,al,36305,houston,333344990000,acute care hospitals,proprietary,yes,surgical infection prevention,fo--kg--33,,99%,882 patients,
10055,flowers hospital,4370 west main street,,,dothan,al,36305,houston,,,proprietary,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,165 patients,al_scip-inf-4
10055,ffwwdss  pppiir,4370 west main street,,,,al,36305,10055,3347935000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,1295 patients,al_scip-inf-6
10055,flowers hospital,4370 west main street,,,dothan,al,36305,houston,3347935000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,,100%,497 patients,
10055,flowers hospital,4370 west main street,,,dothan,al,36305,dothan,,acute care hospitals,proprietary,heed,al_scip-vte-2,scip-vte-2,acute care hospitals,100%,497 patients,al_scip-vte-2
,st vincents hospital,810 st vincents drive,,,birmingham,al,35205,wffrrr,2059397000,acute care hospitals,,97%,,ami-1,heart attack patients given aspirin at arrival,97%,239 patients,al_ami-1
10056,acute care hospitals,810 st vincents drive,,,810 st vincents drive,al,35205,jefferson,0099770000,acute care hospitals,voluntary non-profit - other,yes,,ami-2,,98%,260 patients,al_ami-2
10056,st vincents hospital,810 st vincents drive,,,voluntary non-profit - other,al,33220055,jefferson,2059397000,,voluntary non-profit - other,yes,10056,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,41 patients,al_ami-3
,,,,,birmingham,al,35205,,35205,acute care hospitals,voluntary non-profit - other,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,63 patients,63 patients
10056,w  vvjxdnnwhhgo,    iinnnnrdskbee,,,birmingham,al,35205,jefferson,2059397000,aaccuuttee  qw  yoodppyqw,voluntary non-profit - other,,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,242 patients,al_ami-5
ppynnsswwhhttdqrr  qy  yee  rrkhhukee  wwiihhiim  2244  oouufz  bbitee  oorr  ttdrrtthheeiit  duuewrryy  yl  gdllo  pprrwgwhoidd  ccllooa  aatteet  ccettkgeessff  wjrryy,decatur general hospital,11220077rtteessw,,,decatur,al,35609,oo,,ccuuttfaarreedogaao,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,ppynnsswwhhttdqrr  qy  yee  rrkhhukee  wwiihhiim  2244  oouufz  bbitee  oorr  ttdrrtthheeiit  duuewrryy  yl  gdllo  pprrwgwhoidd  ccllooa  aatteet  ccettkgeessff  wjrryy,87%,205 patients,al_scip-vte-2
10086,northwest medical center,1530 u s highway 43,,,winfield,al,35594,,2054877736,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,10 patients,al_ami-1
10086,northwest medical center,1530 u s highway 43,,,winfield,,35594,marion,2054877736,10086,proprietary,yes,heart attack,1530 u s highway 43,heart attack,100%,7 patients,al_ami-2
10086,northwest medical center,1530 u s highway 43,,,,q,35594,marion,2054877736,100%,,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
10086,northwest medical center,5533  d  hhkhhqaau  4433,,,winfield,al,35594,marion,2054877736,,toopprrottaa,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,1 patients,al_ami-4
,northwest medical center,1530 u s highway 43,,,8 patients,al,35594,,2054877736,acute care hospitals,,yes,heart attack patients given beta blocker at discharge,ami-5,heart attack patients given beta blocker at discharge,100%,8 patients,al_ami-5
