ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976,marshall,2255665577118800,acute care hospitals,government - hospital district or authority,yes,marshall,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,84%,80 patients,acute care hospitals
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,35976,marshall,marshall,acute care hospitals,oobeennj  ywppraalliissyekccttlghhirru,yes,gq  kllyee,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,27 patients,al_hf-3
10 patients,marshall medical center north,8000 alabama highway 69,,,guntersville,q,,qewsk,2565718000,acute care hospitals,government - hospital district or authority,,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,10 patients,al_hf-4
10010,pn-2,,,,pn-2,al,35976,marshall,2565718000,pn-2,government - hospital district or authority,eess,pneumonia patients assessed and given pneumococcal vaccination,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,128 patients,al_pn-2
10010,,,,,pneumonia,,35976,marshall,2565718000,,government - hospital district or authority,,pneumonia,pn-3b,,94%,115 patients,
10010,marshall medical center north,8000 alabama highway 69,,,,al,35976,,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,,ppnnwimiiqppaageess  tgbmmkkogg  roo  ddoee//xoouunneellonn,94%,65 patients,
10010,al,8000 alabama highway 69,,,guntersville,al,al,mmrrdjllo,2565718000,acute care hospitals,government - hospital district or authority,yes,,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,158 patients,
00,marshall medical center north,8000 alabama highway 69,,,guntersville,,,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,,ouunoonnuaa  ppsgknnttziicrb  yeeoossqppfoooeuyee  uoiillaattkpyv((ss,93%,133 patients,aall__oj66
10010,marshall medical center north,8000 alabama highway 69,,,tmddbkk,al,35976,marshall medical center north,,acute care hospitals,government - hospital district or authority,yes,pneumonia,,pneumonia patients assessed and given influenza vaccination,90%,101 patients,
,,scip-card-2,,,guntersville,ll,35976,marshall,2565718000,,government - hospital district or authority,yes,35976,scip-card-2,government - hospital district or authority,86%,14 patients,al_scip-card-2
,marshall medical center north,8000 alabama highway 69,,,ssccff--11,al,66,marshall,,acute care hospitals,ggpeerrnneenng    jwottsk  egrriixttoorraattbooyyy,yes,surgical infection prevention,al,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,66 patients,al_scip-inf-1
10010,marshall medical center north,880000qllsaa  hhkww99,,,marshall medical center north,q,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,64 patients,government - hospital district or authority
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,al,,marshall,2211880000,,government - hospital district or authority,eess,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,63 patients,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
10010,yes,yes,,,guntersville,al,35976,marshall,2565718000,acute care hospitals,,yes,,scip-inf-4,,,0 patients,al_scip-inf-4
1100,155 patients,8000 alabama highway 69,,,,al,35976,marshall,scip-inf-6,acute care hospitals,,,surgical infection prevention,scip-inf-6,,100%,155 patients,al_scip-inf-6
10010,marshall medical center north,,,,guntersville,,35976,marshall,2565718000,,government - hospital district or authority,,surgical infection prevention,scip-vte-1,,86%,56 patients,al_scip-vte-1
10010,marshall medical center north,8000 alabama highway 69,,,guntersville,marshall medical center north,,marshall,2565718000,,government - hospital district or authority,yes,marshall,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,56 patients,al_scip-vte-2
,,50 medical park east drive,,,birmingham,al,,jefferson,birmingham,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-1,acute care hospitals,99%,240 patients,al_ami-1
10011,st vincents east,96%,,,voluntary non-profit - private,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,,heart attack patients given aspirin at discharge,96%,295 patients,
,,50 medical park east drive,,,birmingham,al,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,70 patients,al_ami-3
10011,st vincents east,5500  rfxaall  aafraady  ddtr,,,al,al,10011,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,2058383122,100%,131 patients,al_ami-4
10011,st vincents east,st vincents east,,,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,st vincents east,10011,ami-5,,99%,288 patients,al_ami-5
10011,st vincents east,50 medical park east drive,,,,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yyee,voluntary non-profit - private,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10011,st vincents east,50 medical park east drive,,,birmingham,k,35235,jefferson,2058383122,ami-8a,,jefferson,hheesrr  aaraax,ami-8a,85%,85%,48 patients,al_ami-8a
,ssiijvwrssqr,50 medical park east drive,,,birmingham,al,,jefferson,2058383122,geegffkrr,voluntary non-profit - private,50 medical park east drive,geegffkrr,,heart failure patients given discharge instructions,94%,316 patients,al_hf-1
98%,st vincents east,5500kekfaaoaarrkk  wsssttfug,,,tnvhhq,al,35235,jjggoo,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart failure,d--,,98%,372 patients,al_hf-2
,st vincents east,50 medical park east drive,,,birmingham,50 medical park east drive,35235,jefferson,003388,,,yyee,heart failure,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),98%,130 patients,
,jefferson,50 medical park east drive,,,aa__yff,aa,,jefferson,2058383122,,voluntary non-profit - private,,heart failure,voluntary non-profit - private,heart failure patients given smoking cessation advice/counseling,100%,69 patients,aa__yff
10011,st vincents east,50 medical park east drive,,,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,,ouummliiq,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,125 patients,al_pn-2
10011,ss  vveennttdeessy,50 medical park east drive,,,birmingham,al,35235,jefferson,2058383122,acute care hospitals,,yes,pneumonia,pn-3b,,96%,131 patients,aak__ppb33bb
10011,dvvucceeg  eeaa,50 medical park east drive,,,birmingham,,,jefferson,2058383122,,,yes,pneumonia,44,50 medical park east drive,100%,69 patients,
10011,,50 medical park east drive,,,birmingham,al,35235,jefferson,2058383122,acute care hospitals,,,nnuummpmus,pn-5c,al_pn-5c,95%,135 patients,al_pn-5c
,st vincents east,55mmfksppqf  aaattoee,,,birmingham,al,35235,,2058383122,acute care hospitals,voluntary non-profit - private,yes,onneeuubiis,ppnn,pneumonia patients given the most appropriate initial antibiotic(s),91%,112 patients,al_pn-6
,st vincents east,50 medical park east drive,,,birmingham,al,35235,jefferson,2058383122,aauugee  cceee  hhoooyoz,,yes,pneumonia,89 patients,pneumonia patients assessed and given influenza vaccination,85%,89 patients,al_pn-7
1100,st vincents east,50 medical park east drive,,,birmingham,al,,jefferson,2058383122,yes,voluntary non-profit - private,yes,ssuutiiccsoeexiiotwcwbl,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,125 patients,
10011,ssgxdyaeeaad,50 medical park east drive,,,birmingham,461 patients,35235,wffrdtssnn,2058383122,97%,461 patients,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,461 patients,al_scip-inf-1
voluntary non-profit - private,st vincents east,,,,birmingham,al,,jefferson,,,voluntary non-profit - private,yes,surgical infection prevention,xoo--iinnr--,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,473 patients,
10011,,50 medical park east drive,,,birmingham,,35235,jefferson,,acute care hospitals,,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81%,442 patients,al_scip-inf-3
10011,yes,50 medical park east drive,,,acute care hospitals,ll,,jefferson,,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,,ll,60%,127 patients,aa__accoj
10011,st vincents east,50 medical park east drive,,,birmingham,,,jefferson,0088333322,,vvpuumgaannlb--pprrlffiippuaatt,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,601 patients,
110011,st vincents east,00  mmeeddseeey  seiivvw,,,birmingham,2058383122,3355,jefferson,,acute care hospitals,,yes,,2058383122,heetqunnttd  ssddxttp  irrdrreeettwrnwnnttw  ttotbbboooocclloottwyrrvdtrkbyyeesspgssjrrggeeekeez,89%,229 patients,al_scip-vte-1
1100,st vincents east,50 medical park east drive,,,birmingham,al,al,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,,83%,224 patients,yes
10012,heart attack,200 med center drive,,,fort payne,46 patients,35968,de kalb,2568453150,cceeccsdzraao,voluntary non-profit - church,yes,heart attack,ami-1,,100%,46 patients,al_ami-1
10012,,200 med center drive,,,goorryyee,al,,de kalb,,,voluntary non-profit - church,q__aammii--22,heart attack,ami-2,yes,95%,39 patients,q__aammii--22
10012,,200 med center drive,,,fort payne,al,35968,de kalb,al,al,11 patients,r,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,11 patients,
200 med center drive,dekalb regional medical center,200 med center drive,,,coofg  qyym,200 med center drive,,de kalb,2568453150,acute care hospitals,,yes,heart attack,,heart attack patients given smoking cessation advice/counseling,100%,14 patients,
10012,dekalb regional medical center,200 med center drive,,,fort payne,al,35968,de kalb,2568453150,,voluntary non-profit - church,hw,,,daarqykk  ppsttkdmttviivvwnn  eeysbblcclw  ttccjaat,95%,41 patients,aak__aak--55
10012,dekalb regional medical center,,,,fort payne,qk,35968,de kalb,,acute care hospitals,qk,al_ami-7a,10012,ami-7a,100%,100%,1 patients,al_ami-7a
10012,ami-8a,200 med center drive,,,fort payne,,35968,de kalb,2568453150,acute care hospitals,gilljbrrrt  nnoonnoooiitt--xjuutcc,ami-8a,heart attack,ami-8a,,40%,5 patients,al_ami-8a
,dekalb regional medical center,200 med center drive,,,cpegppaayyw,200 med center drive,35968,de kalb,2568453150,,voluntary non-profit - church,,heart failure,hf-1,heart failure patients given discharge instructions,89%,76 patients,al_hf-1
10012,dekalb regional medical center,,,,,,,al_hf-2,225566884455335500,heart failure,voluntary non-profit - church,a,heart failure,,,100%,94 patients,al_hf-2
10012,dekalb regional medical center,200 med center drive,,,pt  qmee,al,35968,200 med center drive,2568453150,acute care hospitals,voluntary non-profit - church,,hhdaattiioee,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,36 patients,al_hf-3
10012,dekalb regional medical center,al,,,fort payne,al,35968,ee  qoh,10012,acute care hospitals,,yes,wtgffiikuuee,al,,100%,15 patients,al_hf-4
10012,dekalb regional medical center,  nd  ccreerr  ed,,,,al,3399,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,2568453150,omeeuummnnii,,pneumonia patients assessed and given pneumococcal vaccination,97%,69 patients,al_pn-2
,dekalb regional medical center,200 med center drive,,,fort payne,al,35968,de kalb,2568453150,dekalb regional medical center,oooynnttaaeyy  booj--otuy  --yuurrfy,yes,,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,93%,91 patients,al_pn-3b
10012,eiqll  rrrtoomaadccsxrw,200 med center drive,,,fort payne,al,de kalb,de kalb,2568453150,ccyttdccaat  bssooross,cllmtteyyboonnrrooffii  fccg,yes,ccyttdccaat  bssooross,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,37 patients,al_pn-4
10012,dekalb regional medical center,200 med center drive,,,fort payne,,35968,de kalb,2568453150,al_pn-5c,pneumonia,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,88 patients,al_pn-5c
10012,,,,,,al,335588,de kalb,2568453150,,voluntary non-profit - church,yes,pneumonia,,al_pn-6,88%,82 patients,al_pn-6
10012,ddeeqbb  tggiioonnqk  mmexaak  ccrdt,200 med center drive,,,fort payne,,35968,de kalb,2568453150,,voluntary non-profit - church,yes,,pn-7,pneumonia patients assessed and given influenza vaccination,98%,56 patients,
10012,,,,,fort payne,al,,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,,100%,16 patients,al_scip-card-2
10012,dekalb regional medical center,2200    cceenntteeeddeovvw,,,fort payne,al,35968,de kalb,,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,,97%,139 patients,al_scip-inf-1
10012,de kalb,10012,,,fort payne,al,35968,de kalb,2568453150,,voluntary non-profit - church,yes,qll__ccopponnc--22,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,147 patients,qll__ccopponnc--22
,,200 med center drive,,,rooey  ppnn,al,35968,,,raaeypottsk,voluntary non-profit - church,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),98%,136 patients,aallsso--iijc--33
10012,dekalb regional medical center,00nwdd  eebttwddrr,,,fort payne,,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
scip-inf-6,,200 med center drive,,,fort payne,sll,,surgical infection prevention,2568453150,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-6,,100%,179 patients,al_scip-inf-6
11001122,,220000kddccrmfc,,,fort payne,al,35968,,97%,acute care hospitals,vvoolluujrh  nn--eidiitt--  ccycc,yes,97%,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,90 patients,
110000,ddjqkbbrrdiodsuaallfryw,200 med center drive,,,fort payne,fort payne,3355,de kalb,2255665555,aaftteeaae  yooaiittllss,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,aaocckpp--ctt--
10015,southwest alabama medical center,330000  hhwwaayy,,,thomasville,,7788,clarke,3346366221,acute care hospitals,tw,tw,heart attack,ami-1,heart attack patients given aspirin at arrival,,0 patients,s__aakii--
00,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,0 patients,,acute care hospitals,government - federal,yes,,ami-2,heart attack patients given aspirin at discharge,,0 patients,q__aak--
10015,,,,,thomasville,al,,clarke,thomasville,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,
,southwest alabama medical center,33700 highway 43,,,ttoossiiok,al,,,3346366221,acute care hospitals,,33700 highway 43,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,heart attack patients given smoking cessation advice/counseling
33700 highway 43,33700 highway 43,33700 highway 43,,,thomasville,0 patients,36784,clarke,,acute care hospitals,,yes,heart attack,,heart attack patients given beta blocker at discharge,,0 patients,al_ami-5
10015,oottyeess  khqnssu  ccmgt,00gufhhwwaah,,,,al,,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
10015,0 patients,clarke,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,voobnd--ffwxdrro,yes,voobnd--ffwxdrro,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
,southwest alabama medical center,33700 highway 43,,,,,36784,,,acute care hospitals,,yes,heart failure,hf-1,heart failure patients given discharge instructions,100%,79 patients,al_hf-1
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,vllqrrw,3346366221,acute care hospitals,government - federal,yes,eett  ffiillyrrw,,89%,89%,91 patients,al_hf-2
10015,,33700 highway 43,,,thomasville,al,,clarke,3346366221,acute care hospitals,government - federal,yes,hheeaaf  iiy,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,25 patients,al_hf-3
10015,ssluurbeess  sbbqmmeexsocceenntt,al,,,thomasville,heart failure,36784,clarke,,acute care hospitals,government - federal,yes,heart failure,yff--44,36784,88%,17 patients,al_hf-4
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,,clarke,3346366221,,government - federal,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,25 patients,3346366221
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,w,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,24 patients,
66,southwest alabama medical center,33700 highway 43,,,thomasville,al,66,clarke,3346366221,acute care hospitals,yes,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,6 patients,al_pn-4
al,southwest alabama medical center,33700 highway 43,,,iwgiikllee,al,3346366221,llqrree,3346366221,acute care hospitals,government - federal,yes,ppmeemmliiq,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,24 patients,al_pn-5c
,southwest alabama medical center,,,,thomasville,al,,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),100%,26 patients,al_pn-6
00001155,southwest alabama medical center,00gkgghhaayy  44,,,,al,36784,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-7,acute care hospitals,92%,24 patients,al_pn-7
55,,77  hhoggqq4433,,,thomasville,al,36784,clarke,3346366221,55,vvrmmrreerrso,yes,thomasville,scip-card-2,3346366221,,,al_scip-card-2
10015,,33700 highway 43,,,thomasville,al,36784,,3346366221,acute care hospitals,,yes,surgical infection prevention,scip-inf-1,86%,86%,14 patients,
,southwest alabama medical center,33700 highway 43,,,clarke,al,36784,clarke,3346366221,3346366221,government - federal,yes,clarke,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patients,
thomasville,southwest alabama medical center,,,,thomasville,al,36784,clarke,3346366221,acute care hospitals,ggwfmmwnn  rddrrso,acute care hospitals,al_scip-inf-3,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),86%,14 patients,al_scip-inf-3
10015,southwest alabama medical center,33700 highway 43,,,thomasville,al,,xllaakkee,3346366221,acute care hospitals,government - federal,yes,,scip-inf-4,,,0 patients,al_scip-inf-4
thomasville,aao,33700 highway 43,,,thomasville,aao,,clarke,3346366221,acute care hospitals,government - federal,yes,,scip-inf-6,,100%,15 patients,al_scip-inf-6
10015,acute care hospitals,33700 highway 43,,,yoommssod,al,surgical infection prevention,,3346366221,acute care hospitals,,yes,surgical infection prevention,acute care hospitals,drrggtyyoaattwbtta  qooss  slccttrrssitee  gdqeettppprrceenngnlllooddfkpttwaargrcceeeaaiib  ttyyoeea  ffssggeeiiss,90%,10 patients,aallssxiipprw
10015,oogess  qobbaan  fufq  fr,33700 highway 43,,,thomasville,al,,clarke,3346366221,acute care hospitals,oogess  qobbaan  fufq  fr,yes,ssifkaanngwfgiinnorreebttii,scip-vte-2,,90%,10 patients,al_scip-vte-2
10016,,1000 first street north,,,35007,,35007,shelby,179 patients,,voluntary non-profit - church,shelby,heart attack,ami-1,99%,99%,179 patients,al_ami-1
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,220055662288110000,al,,yes,heart attack,,heart attack patients given aspirin at discharge,97%,208 patients,al_ami-2
10016,,,,,,al,35007,bbbh,2056208100,acute care hospitals,,yes,rry  aattsi,q,100%,100%,30 patients,al_ami-3
00,shelby baptist medical center,1000 first street north,,,alabaster,al,,acute care hospitals,2056208100,acute care hospitals,u--,,heart attack,u--,1000 first street north,100%,98 patients,al_ami-4
10016,shelby baptist medical center,1000 first street north,,,obbttre,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,heart attack,,shelby baptist medical center,97%,169 patients,al_ami-5
,shelby baptist medical center,1000 first street north,,,sllqwyt,al,35007,shelby,heart attack,acute care hospitals,voluntary non-profit - church,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,heart attack,,0 patients,al_ami-7a
10016,wgllhhbbaaoiiynduxqk  xeennwe,acute care hospitals,,,alabaster,al,,,2056208100,acute care hospitals,gllluuttqrrp--rrffiiy  gthh,yes,alabaster,ami-8a,wgllhhbbaaoiiynduxqk  xeennwe,83%,36 patients,
10016,ssjwbbyyhsoztt  eeuxofnnreerr,,,,alabaster,k,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,,b--,heart failure patients given discharge instructions,86%,210 patients,
11,shelby baptist medical center,1000 first street north,,,alabaster,al,vaarreeoossouqk,dywllhh,2056208100,vaarreeoossouqk,vvooouubttaaeyyoojrrirtt  rrx,yes,heart failure,,,100%,246 patients,al_hf-2
10016,hf-3,1000 first street north,,,alabaster,al,35007,shelby,,qdvrrwhhissgll,ios  nnlnn--ooo  yyrrfhh,qdvrrwhhissgll,heart failure,1000 first street north,shelby,97%,71 patients,
10016,hf-4,110000ffwr  ardnnptt,,,alabaster,al,35007,shelby,2056208100,acute care hospitals,,dd,,hf-4,,100%,48 patients,
,shelby baptist medical center,1000 first street north,,,saaztteerr,al,35007,shelby,2056208100,,voluntary non-profit - church,yes,ppdoonnaa,pn-2,,97%,235 patients,al_pn-2
10016,shelby baptist medical center,,,,alabaster,al,35007,shelby,110 patients,acute care hospitals,voluntary non-profit - church,yes,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,110 patients,al_pn-3b
1100  iidy  ssfrtt  moottg,shelby baptist medical center,1100  iidy  ssfrtt  moottg,,,al,al,330000,shelby,shelby,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,131 patients,al_pn-4
10016,,1000 first street north,,,alabaster,,,,2056208100,,voluntary non-profit - church,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,239 patients,ll__ppnn55
10016,wjdkyyaakdtt  eeddccslleeee,,,,alabaster,,35007,shelby,2056208100,acute care hospitals,,yes,wjdkyyaakdtt  eeddccslleeee,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,116 patients,al_pn-6
10016,yes,10016,,,pneumonia patients assessed and given influenza vaccination,,0066220011,shelby,0066220011,acute care hospitals,1000 first street north,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,92%,199 patients,al_pn-7
10016,,1000 first street north,,,,al,,shelby,2056208100,,2056208100,yes,,scip-card-2,ssjrrtdrrsttiirnnttwwjsrr  rqkkumt  hhdqrr  srrggzlllleedddyaa  bbllccmeenffpfee  vkiinngg  ttlhhrhhooppkllwwhhrrdee  oo  beeheeg  bbllleefss  dduurru  yyoreiioott  bboo  aamxreettbeeiirruurree,89%,96 patients,al_scip-card-2
0011,,35007,,,alabaster,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,shelby,,shelby,vvoooqyy  joogii  --ccuurry,yes,,wiioonnd--11,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,al_scip-inf-1
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,2056208100,acute care hospitals,vvkyyfyynnoo--otffhhvj,yes,,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,370 patients,
10016,shelby baptist medical center,1000 first street north,,,,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,,35007,91%,331 patients,qdo--iig--33
10016,shelby baptist medical center,1000 first street north,,,,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,ssuuiiccll  iiffeettiioonn  orreevveebkp,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,93%,116 patients,al_scip-inf-4
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,,shelby,2056208100,uw,voluntary non-profit - church,uw,dirrhksll  iinndxttieebgiinn,,,100%,588 patients,al_scip-inf-6
10016,gdvaakeeddkfsonneee,1000 first street north,,,alabaster,,35007,shelby,,,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,226 patients,al_scip-vte-1
10016,shelby baptist medical center,1000 first street north,,,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,acute care hospitals,,,,94%,225 patients,qo__dfopp--by--22
11001188,,1177  iieefssttvllvv,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,smmii11,,,,al_ami-1
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,35233,k--22,hhwftt  qttaappyiirnnttaggvveeaassoutufiissfeggee,,,35233
10018,callahan eye foundation hospital,1122uumiivvraytnc,,,,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
10018,,7700  uunnvvrrssiitthbbobx,,,birmingham,,,jefferson,2053258100,jefferson,,acute care hospitals,gwaarryrttaa,,aatraagm  sttss  ggupkkbv  xssasyunn  ddud//fidlliigg,,,
0088,callahan eye foundation hospital,1720 university blvd,,,birmingham,al,35233,1720 university blvd,2053258100,acute care hospitals,voluntary non-profit - private,eez,heart attack,ami-5,heart attack patients given beta blocker at discharge,,,al_ami-5
10018,callahan eye foundation hospital,1720 university blvd,,,bbiitmmiinntbaa,,,,2255338800,qccuuttd  dppoq,voluntary non-profit - private,yes,,ami-7a,aattyaax  uw  ggiig  diifiinnuyuvmmwfiivttoonnsiignn  3300  kobdss  aaerriigaall,,,
10018,callahan eye foundation hospital,2200  jiibrrrssotthdd,,,birmingham,al,5533,jefferson,2053258100,2053258100,5533,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,,al_ami-8a
,vllllaabj  rd  ooyjddaarinnhhissppgk,1720 university blvd,,,heart failure patients given discharge instructions,al,35233,jefferson,heart failure patients given discharge instructions,acute care hospitals,voluntary non-profit - private,yes,,hf-1,heart failure patients given discharge instructions,,,1720 university blvd
10018,callahan eye foundation hospital,1720 university blvd,,,jefferson,al,35233,jefferson,2053258100,callahan eye foundation hospital,,yes,heart failure,hf-2,,,,al_hf-2
10018,,,,,birmingham,al,10018,jefferson,acute care hospitals,acute care hospitals,voluntary non-profit - private,yes,2053258100,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,
10018,callahan eye foundation hospital,1720 university blvd,,,birmingham,callahan eye foundation hospital,,,225588110000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,,al_hf-4
10018,callahan eye foundation hospital,1720 university blvd,,,,,pneumonia patients assessed and given pneumococcal vaccination,jefferson,55110000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,voluntary non-profit - private,,,al_pn-2
